项目名称,区域,地址,户型,最低租金,最高租金,最小面积,最大面积,联系电话
集贤天地人才公寓,浦东新区,浦东新区盛夏路565弄,二居室、一居室、三居室,5870,13570,42.54,121.17,17367288366
戎遇公寓,虹口区,欧阳路85号,单间,3313.8,5521.5,20.24,34.41,17717688663
浦峻澜庭·周浦社区,浦东新区,上海市浦东新区关岳路8弄,一居室、二居室,1578.6,6890.4,13.93,83.83,15801855241
桂客公寓安波路店,杨浦区,安波路569号硕和国际1号楼,单间,1529.1,4199.4,11.89,31.13,13162047762
筑堰公寓,虹口区,曲阳路561号,单间,3672,4015,23.2,38.97,13817369087
上海保利和寓宁国路店,杨浦区,上海市杨浦区眉州路925弄,一居室,4097.7,5354.1,28.9,36,15317057710
城家高级公寓（森兰洲海路地铁站店）,浦东新区,上海浦东新区高行镇洲海路1088弄1号,一居室、单间,4400,7400,28.94,65.44,15618952427
纳仕丨张江社区雅集,浦东新区,上海市浦东新区科农路99弄,二居室、一居室、三居室,6953.94,13012.83,69.08,144.32,17721259008
璟佩公寓,浦东新区,横沔江路18弄,一居室,3750,3950,32.86,34.37,18018627486
美桔公寓,徐汇区,东漕河泾55号,一居室,2205,7830,7.71,37.26,16601744774
龙华湾公寓,徐汇区,上海市徐汇区龙漕路乙字1号,一居室,5283,10053,23.04,52.91,19821237243
白居易公寓,徐汇区,凯旋南路31号,一居室,2592,8352,8.35,33.31,17717461726
浦发有家康桥社区,浦东新区,宁丰路238弄,一居室、单间,2853,5247,30.59,63.3,15300433038
青领一族公寓,虹口区,广灵四路351号,一居室,2881.9,4432,19.84,34,15080510605
纳仕丨张江社区右里Z区,浦东新区,茂春路98号,单间、一居室,3240,5780,28.6,57.46,19121691578
悦来青柚公寓（武定路店）,静安区,武定路458号,单间,7574,9433,41.3,52.2,52995398
宝乐居时尚公寓,宝山区,宝杨路1850号,一居室,2016,2538,20,35,61111105
华滋驿栈,宝山区,逸仙路2816号,单间,2170,3812,19.01,38.48,19121001705
base佰舍（同丰路二期）,虹口区,上海市虹口区同丰路699号,单间,5589.3,11560.8,22.9,57.2,15000803834
怡居公寓,虹口区,广纪路179号,单间,3463.56,5716.66,28.9,46.64,13472586789
龙湖冠寓复旦大学二店,虹口区,上海市虹口区邯郸路173号,单间,3237,9389,21,64,13524960298
白居国际公寓,虹口区,通州路188号,单间,2260.4,5107.5,12.9,33.8,15860837937
绿洲智谷社区,青浦区,青浦区-佳采路199弄,一居室、二居室,2407,7350,25.68,99.13,13162156619
菁舍公寓教育园区店,浦东新区,上海市浦东新区合庆镇环庆南路508弄,一居室,1710,3590,28.07,63.17,18939728873
怡辰公寓环球港店,普陀区,普陀区白玉路454号,一居室,5408.1,10285.2,22.4,71.5,17521695318
魔方公寓祁连山路店,普陀区,上海市普陀区绥德路601号,一居室,1640,4610,12.1,35.68,18701932640
橙子公寓（志丹路店）,普陀区,志丹路104号,单间,3198,3985.8,22,26,13611732864
红豆公寓江宁路店,普陀区,普陀区江宁路1400号,一居室,3451,6465,16.99,35.19,13167036718
红豆公寓真北路店,普陀区,真北路3725弄,一居室、二居室,3535,5911,17,42,18916387107
家巢公寓,静安区,上海市静安区江场西路180号,单间,2916,4486,22.19,34.5,13162808777
橙子公寓石门二路店,静安区,静安区石门二路489号,单间,4132,4916,24.5,30.8,13601954235
上海保利和寓东外滩店,杨浦区,上海市杨浦区辽源西路169弄,一居室、三居室、单间,4411.8,13024.8,26.73,101.49,15317556010
国金公寓,宝山区,真陈路719号,单间,1442,2823,19,38.87,13918197997
宸寓·云慧苑社区,临港新城,上海市浦东新区顶科路299弄,一居室、二居室,2559,3591,63.62,93.36,58080868
绿庭寓国际青年社区（一期）,长宁区,上海市长宁区中山西路555号,一居室、二居室,5452,8757,37.44,73.3,13371963296
龙湖冠寓顾村公园店,宝山区,菊太路11号,一居室、二居室、单间,2574,6078,22,75,19121474349
上海新凤抱家华新乡村公寓,青浦区,青浦区华新镇纪秀路158弄,单间,1365.21,2191.77,10,79,13220784926
城投宽庭·江湾社区,杨浦区,杨浦区国泓路392弄,二居室、三居室、一居室、单间,4215,12670,29.55,99.22,4006796966
美罗家园菁鹰苑,宝山区,罗店路840弄,单间、二居室、一居室,2241.45,6757,29.22,83.23,66872699
贝壳海盐公寓·灵石路店,静安区,静安区灵石路658号,单间,3811,6123,22.87,42.89,19921821101
龙湖冠寓上海闵行星悦荟店,闵行区,上海市闵行区马桥镇银春路2221弄,一居室,2237,4045,20.5,50.7,18621720711
嘉定璟歆社区,嘉定区,陈家山路2000号,单间,2111,4322,41.72,84.12,17502167761
领雅自如寓,杨浦区,上海市杨浦区世界路201号,单间,5229.7,7566.2,42.57,71.42,13127550273
凯富雅进公寓,松江区,松江区松卫北路280号,一居室、单间,952.6,1560.7,17.47,29.05,18918888968
嘉佰轩静安服务公寓,静安区,西康路663号,单间,10631,24073.7,52,102,33663666
华雨公寓,静安区,静安区柳营路205弄,单间,2050,3000,12.8,18.9,13601668064
旌伊公寓,静安区,中兴路457号,单间,5040,12100,28,70,13917093001
张江韦尔城家公寓,浦东新区,上海市龙东大道3000号,一居室,1500,7000,10.97,43.97,19821111228
颐家公寓,杨浦区,上海市杨浦区恒耀路66弄,单间,5300,5900,50.61,52.45,19921410959
城方活力社区 · 江月路店,闵行区,南江洲路555号,一居室,2990.4,5469.05,30.08,58.27,13046667991
泊寓上海西站店,普陀区,桃浦路218号,一居室,3248,6022,30,70,17604310502
魔方公寓长风公园店,普陀区,普陀区枣阳路251弄,单间,2475,4993,11,30,17765106958
和光寓外滩店,黄浦区,中山东二路8弄,一居室,4095.9,7954.2,23.38,64.39,13788940982
桂客公寓,黄浦区,制造局路833弄,一居室,4500,6800,10,30,13917356008
九华汇智尚都公寓,长宁区,仙霞路437号,一居室,5224,8229,30,45,62290222
魔方公寓西藏南路店,黄浦区,上海市黄浦区制造局路833弄,一居室,3600,6410,12.11,44.81,17717281658
C城公寓一期,黄浦区,上海市黄浦区鲁班路400弄,单间,2750,2900,16.44,16.45,53015222
卢宛816-CCB建融家园,黄浦区,斜土路816弄,一居室,6600,10100,28.04,53.25,13370010816
有巢南舒房,黄浦区,上海市黄浦区西藏南路1335号,二居室、一居室,7037,10718,26.96,55.18,19921858967
南舒房滨江店,黄浦区,中山南路1569号,一居室,3280,7560,20.15,53.94,18217098366
安遇公寓,黄浦区,上海市黄浦区新闸路126号,一居室,5160,6900,26,26,15001726555
长新公寓,黄浦区,黄浦区新闸路200号,二居室、一居室,4135,9110,28.6,66.4,63524744
橙子公寓（甘泉一村店）,普陀区,上海市普陀区甘泉一村50号,单间,2063.9,3189.8,15.2,20.8,13601890264
魔方公寓石泉路店,普陀区,上海市普陀区石泉路475号,一居室、二居室,4169,6799,24.1,68.85,18017942880
魔方公寓镇坪路店,普陀区,上海市普陀区中山北路2020号,一居室,4680,6300,33.27,45.98,17821025011
橙子公寓(兰溪店),普陀区,曹杨七村100号,一居室,3059.1,3695.67,17.5,22.5,13524564642
怡丰尚泊公寓,普陀区,普陀区固川路166弄,二居室、一居室,7431,13221,43,70.59,13072180965
凿若公寓,静安区,上海市静安区中山北路198号,一居室、三居室、二居室,4313,13486,27,176,18105932030
通源公寓,静安区,静安区宝源路209弄,二居室、一居室,4763,6460,30.3,41.1,13818912397
乐活智寓,杨浦区,上海市杨浦区政恒路167号,一居室,3033,6660,28.3,42,15601766858
友间公寓宁国路社区,杨浦区,上海市杨浦区黄兴路217号,单间,3960,8793,24,96,15801926944
微领地新静安中心社区,静安区,静安区彭浦新村街道临汾路1000弄,一居室、单间、二居室,3579,5054,18.59,41.2,15216701800
华尔福公寓,虹口区,曲阳路1号,单间,7290,14490,27.05,84.34,18217119505
友间公寓四平路社区,虹口区,虹口区四平路333号,一居室、二居室,3726,6057,21.97,59.34,15901781630
818四川北路青年社区,虹口区,四川北路818号,二居室、一居室,3868,8361,21,79,17317173242
和光寓唐山路店,虹口区,上海市虹口区唐山路923号,一居室,4050,9450,21.9,79.13,18016078032
虹寓|泊寓虹口江湾店,虹口区,新市北路1400号,单间,3420,9135,26.81,78.68,13044113536
旭辉瓴寓四川北路店,虹口区,上海市虹口区虬江路525号,一居室、二居室,3363.8,10502.9,20.56,82.91,19121498010
壹间大柏树公寓,虹口区,上海市虹口区纪念路325号,一居室、二居室,4800,8400,34.7,61.47,13391129897
魔方公寓多伦路店,虹口区,上海市虹口区四川北路1915号,一居室,4102,8494,24.26,66.87,15618778338
盛世公寓,虹口区,上海市虹口区四平路273号,一居室,4285,7309,22.47,41.25,15026993088
微音公寓大柏树店,虹口区,上海市虹口区中山北一路1200号,一居室,4010,5161,21.76,28.76,18621264786
熙街公寓,虹口区,上海市虹口区广灵二路317号,一居室,3974,5495,28.69,42.18,18121370838
礼御·星元公寓,浦东新区,上海市浦东新区申涛路33弄,一居室、二居室,3672,7002,29.54,81.74,15300810052
明珠公寓,静安区,静安区平型关路351号,单间,3180,5505,19.06,45.01,18017919030
和宁公寓,静安区,静安区万荣路83号,单间,2858,4252,16.01,26.12,13960664953
申林公寓,静安区,静安区宝源路301弄,单间,3003,5000,18,31.4,13764225688
和谐公寓,静安区,芷江中路373号,单间,2300,2500,17.33,17.33,15618029689
申浦公寓,静安区,平陆路397弄,单间,2498.1,3875.5,15,35,13681696039
城家公寓上海火车站苏河一号店,静安区,恒丰路666号,一居室,5500,9600,21.38,80.88,18201773903
悦樘公寓大宁店,静安区,中山北路835号,一居室、二居室,4104,8874,24,58,13681823497
友间公寓-大统路社区,静安区,上海静安区大统路988号,一居室、二居室,3933,7191,22,48,4009201699
悦来·青柚公寓（永兴路店）,静安区,上海市静安区永兴路555号,一居室,4640,6630,30.77,63.35,66279519
鹏飞荟都,嘉定区,阿克苏路66弄,二居室、一居室,1150,5350,22.66,66.08,59995888
路劲·隽寓（上海汽车城店）,嘉定区,于塘南路450弄,单间,1826,4198,24.4,64.25,18221238886
路劲·隽寓（嘉定西店）,嘉定区,嘉定区陈家山路1651号,单间,2788.2,4875.3,34.22,68.31,17821238886
南翔东方伟业广场（巢家公寓）,嘉定区,南翔镇银翔路609号东方伟业广场,单间,4096,7188,46.02,80.76,15132077002
阡集·创社区东区,闵行区,东川路150弄,三居室、二居室、一居室,5283,9027,55.46,98.95,15601766777
四方公寓,嘉定区,曹安公路2883号,单间,2065,3150,27,50,15021868675
翱翔公寓,嘉定区,上海市嘉定区仓场路424号,一居室,1430,2160,15.6,24.5,18916460095
财智金岸人才公寓,嘉定区,菊园新区永靖路1100号,一居室、二居室,2444,4066,51,76,13564061022
万科紫虹新苑(青藤公园@HOME),闵行区,紫龙路200弄,二居室、一居室,3999,8346,47.08,100.56,16628510090
旭辉瓴寓江桦路店,闵行区,浦星公路800-15号,二居室、一居室,3259,9159,19.71,67.78,19945717461
城市E族公寓,静安区,宜川路733弄,单间,2909.07,3537.09,25,25,17621888687
临港学府里,临港新城,浦东新区南汇新城镇玉柏路99号,一居室、二居室,2181,3695,45.17,71.58,58285816
水仙楼,长宁区,仙霞路471弄,一居室,2996.1,3881.7,24.29,24.29,62594292
昶玖公寓,静安区,上海市静安区余姚路169号,单间,6135,14193,38,85,13651846768
CHIC栖窠社区,青浦区,上海市青浦区祝桥头路219弄,一居室、二居室、三居室,3415,8878,37.8,90.56,18918861208
魔方公寓上海浦江联航路青年社区,闵行区,上海市闵行区浦江镇三达路537弄,一居室,1662,2993,18.06,25.45,18521311230
创客·巢（浦江）青年社区,闵行区,上海市闵行区康华路558弄,一居室、二居室,1680,4600,20,70,60292350
云集公寓贵都路店,闵行区,上海市闵行区贵都路399号,一居室,2352,3381,20.86,44.88,18616250088
城家公寓浦江联航路店,闵行区,联航路1588号,一居室、二居室,2300,4370,23.44,59.41,13061909360
魔方公寓上海浦江芦恒路青年社区,闵行区,上海市闵行区浦江镇林恒路18号,一居室、二居室,1773,5473,17.8,58.39,18516733019
浦发有家康泽社区,浦东新区,曲桥路157弄,二居室、单间、一居室,2582,4865,30.39,59.2,18917239259
龙湖冠寓·上海华泾天街国际公寓,徐汇区,龙吴路2439号,二居室、单间、一居室,4527.09,10495.08,38.2,96,18217462242
魔方公寓宁国路社区,杨浦区,上海市杨浦区临青路430号,单间,2702,5137,17.49,35.61,13062682360
西部乐巢武宁店,普陀区,武宁路200弄,二居室、一居室,4926.9,9515.2,26,54.5,13328014321
星荟公寓,普陀区,普陀区光新路336号,二居室、一居室,7848,22356,47,137,13924231774
优族公寓松花江路店,虹口区,邯郸路173号,单间,4220.6,6043.1,26,32.85,17521585666
派米雷link新界（车墩）未来社区,松江区,上海市松江区车墩镇迎轩路41弄,一居室、单间、三居室、二居室,2615,5842,33.81,87.04,13391169976
晖盛789-自如寓,杨浦区,上海市杨浦区包头路785号,单间,4194,11124,22.87,96.05,13127550273
中建幸孚+公寓松江店（18号楼2-5层、9号楼1层）,松江区,上海市松江区施园路299弄,一居室,3491,4738,48.15,53.6,67881888
贝壳海盐公寓,静安区,静安区共和新路3388号,单间,3131.1,6974,21.8,66,18918757809
闵房抱家联明村,闵行区,上海市闵行区中春路7228-2号,一居室、二居室,3208,5128,25.86,57.8,13167113803
松江区九亭镇纯真中心6号楼,松江区,上海市松江区九亭镇蒲汇路178弄6号,一居室、二居室,4218,7139,33.98,61,18616525620
华润置地有巢国际公寓泗泾店,松江区,上海市松江区米易路216弄,二居室、一居室,2453,4842,28.8,53.94,19928797161
华润置地有巢国际公寓社区东部经开店,松江区,上海市松江区书林路600弄,一居室、二居室,1807,3290,29.27,52.51,19928797187
派米雷LINK新界(泗泾）未来社区,松江区,上海市松江区泗泾镇米易路45弄,一居室、二居室,3375,7623,35.18,80.91,15893122762
柚米寓九亭中心店,松江区,上海市松江区九亭镇沪亭北路199弄,二居室、一居室,2834,6191,15,55,15316895525
上海龙湖冠寓松江大学城店,松江区,上海市松江区文翔路3788弄,一居室、二居室,1808.54,3038.53,35.28,50.9,13381508797
宜＋国际社区（环城路店）,嘉定区,嘉定区环城路2390号G座,单间,2178,2633,20,30,18121056053
嘉定区安亭镇03A-01A 地块普通商品房项目（安亭旭辉公元柚米寓）,嘉定区,上海市嘉定区安亭镇德友路77弄,单间,1623,2189,13.39,25.31,16621778432
方阳菁英公寓,嘉定区,上海市嘉定区马陆镇宝安公路2815号,单间,1123,1611,25.84,34.34,15921083453
天天公寓,嘉定区,嘉定区马陆镇嘉新公路1065号1幢,单间,1568,2323,39.6,57.5,19921699661
南外滩520公寓,黄浦区,上海市黄浦区陆家浜路458号,一居室,3440,10790,19.29,58.66,13819912946
瓴舍城苑,临港新城,云端路833弄,一居室,1949,3408,34.29,69.94,58690588
嘉定璟瑞社区,嘉定区,上海市嘉定区盘安路1199弄,单间,1992,3232,40.87,68.2,16657150038
宸寓·星苑(科秀绿园社区),临港新城,上海浦东新区木荷路388弄,一居室、二居室,1390,3260,31.27,72.91,68283828
城市e族青年公寓,长宁区,天山路597号,一居室,3364,4810,18.1,28.2,13641694472
田林青年公寓,徐汇区,上海市徐汇区中山西路1788弄,一居室,2721,5377,11.11,21.95,13262601869
城开莘社区,闵行区,秀涟路555弄,二居室、一居室,3545,8408,29.74,85.13,13391235117
桂客公寓大柏树店,虹口区,上海市虹口区曲阳路701号,一居室,4947,7482,25.57,45.42,13361995153
城方社区·古北璟宏,长宁区,上海市长宁区红宝石路7号,二居室、三居室、一居室,7999,19568,50.55,107.82,15800854754
璟辰公寓,长宁区,伊犁南路288弄,二居室、一居室、三居室,9130,18239,51.23,95.64,18721247727
乐璟生活社区汽车城店项目,嘉定区,上海市嘉定区安虹路299弄,单间,1950,2930,25,30,13482430749
静着发公寓,静安区,静安区平顺路116号,单间,2617.9,3603.1,15.5,19.5,13816438875
微领地中环沪太路社区,静安区,沪太支路668弄,单间,2031,4425,17,43,18501608928
得怡青年社区,静安区,沪太路815号,一居室,3255,4516,23.5,36.5,19821812358
半亩良甜白领公寓静安店,静安区,延长中路578号,一居室,4329,4797,25.06,32.68,18939869994
宁家公寓 (星光耀店 ),静安区,上海市静安区沪太路1111弄,二居室、一居室,2801,7424,19.13,73.88,13681682968
供享家,静安区,上海市静安区中华新路470号,单间,5498.1,7671.6,30.79,49.54,19102122373
青橙智慧公寓,青浦区,青浦区沪青平公路3938弄,一居室,2142,18945,23.39,239.79,17749713764
天空之城@HOME,青浦区,尚涵路99弄,一居室,4100,8350,30.11,66.32,13341689663
考拉科创港人才公寓,宝山区,宝山区南蕰藻路310弄,一居室,2921,4172,25.01,34.87,15026862023
为派新创城（推广名：芳草寓）,宝山区,宝山区淞行路323弄,一居室,4197,6168,32.38,56.87,17765167856
壹间公寓·高行璀璨公馆,浦东新区,上海市浦东新区启帆路199弄,二居室、一居室,3078,6462,26.93,72.07,13391129897
世茂闲猫国际青年社区,松江区,松江区五昆路88弄,一居室,1970,2982,24,51.85,19101757551
港城中环汇·领寓,浦东新区,浦东新区康桥路1760弄,单间、一居室,1390,5190,20.66,66.24,20976888
中企光华雅境公寓,宝山区,宝正路108弄,二居室,3493,4553,67.63,81.6,15300791556
招商壹间宝山花园城公寓,宝山区,上海市宝山区水产路2159号,一居室、二居室,2650,9750,23.8,115.29,13301876091
禾怡公寓,宝山区,真陈路1398弄,一居室,1592.1,4709.7,20,69.26,13361892505
久盛公寓,松江区,上海市松江区九亭镇盛龙路831弄,一居室,3074,3308,51.04,52.59,15026605297
宸屿江苏路店,长宁区,江苏路581弄,二居室、一居室,4395,8088,30.1,80,52831690
共青430寓,杨浦区,共青路430号,一居室、单间,3400.8,5980.4,28.17,46.68,65107882
CCB建融家园-殷高西路店,宝山区,上海市宝山区逸仙路1300号,一居室、二居室,3852,7902,17.31,61.33,17502167929
城方 · 嘉定璟嘉社区,嘉定区,上海市嘉定区疁南街300弄,单间、一居室、二居室,1935,4255,27.9,73.83,18701910993
微领地上海江桥中心社区,嘉定区,上海市嘉定区江桥镇金园一路1280号,单间,2394,3696,16.42,28.51,18501608928
上海松江西部科技园柚米社区项目,松江区,上海市文俊东路99弄,单间、二居室、一居室,1960.65,5274.3,26.08,80.17,19921057899
乐城活力社区,宝山区,上海市宝山区市台路359号,一居室、二居室,3093,8835,27.83,98.12,13761717666
纳仕丨张江社区右里Y区,浦东新区,浦东新区群秀路536弄,一居室、单间,2679,4761,20.43,46.18,17717072108
浦发有家玉盘社区,浦东新区,德淳路299弄,二居室、一居室、三居室,3238,22535,28.24,170.8,18917239556
微领地浦江公园社区,闵行区,昌林路985弄,单间、一居室,2092,4111,17.36,41.75,18501608928
左岸曼居（贝壳新青年公寓）,徐汇区,上海市徐汇区老沪闵路809号,一居室,3502.8,6091.2,23,32,13816429521
梦之晴公寓,嘉定区,嘉定区硕望路188弄,一居室、二居室,2205,3841,47.55,83.6,59565108
汇青苑,徐汇区,上海市徐汇区青秀路18弄,一居室,4229,9008,29.44,76.04,18516399289
城投宽庭九星社区,闵行区,星中路889弄,二居室、一居室,3973,13127,33.76,100.3,18916022889
可遇东外滩店,杨浦区,黄兴路18号,单间,3825,7965,24.07,48.94,18521095890
璟岸公寓,黄浦区,上海市黄浦区高雄路333弄,三居室、二居室、一居室,5819,34265,35.1,105.62,15800642254
新驰墅寓,静安区,上海市静安区保德路88号,单间,3117.6,5701.5,27.29,49.48,17765178666
和欣公寓,普陀区,武威东路718号,一居室、单间,2070,3605,32.43,59.59,19921368398
虹桥人才公寓(南区）,长宁区,上海市长宁区广虹路77弄,一居室、二居室、三居室,5583,10109,52.52,103.9,62397878
平福路218号白领公寓,徐汇区,上海市徐汇区平福路218号,一居室,4347.4,6298.7,31.19,46.79,13262506206
加号公寓,杨浦区,上海市杨浦区邯郸路98号,单间,2778.3,9410.4,15.6,85,19121977726
雅特兰汇智科技产业园1号楼保障性租赁住房项目,奉贤区,奉贤区金海公路3265号,一居室、二居室,531,4419,12.5,120.96,15201752401
沁尚茗寓,松江区,工业区书林路670弄,一居室、二居室,1752,3519,31.82,59.74,17759298881
简在公寓,静安区,静安区康定路977号,单间,5177.7,12743.1,25.72,63.62,13122389787
虹尚•安雅居,闵行区,园堂路277弄,二居室、三居室、一居室、单间,2961,9531,31.46,111.39,18221533368
创寓228,杨浦区,上海市杨浦区敦化路76号,一居室,3652.7,9982.4,29.29,67.39,17601382288
建信·魔方田林精英社区,徐汇区,徐汇区漕溪路258弄,一居室,5166,8518,29.11,71.58,18621035616
徐房悦庭·M社区,徐汇区,上海市徐汇区漕溪路258弄,一居室、二居室,3920,12830,23.49,92.55,15021385688
璟尚公寓,浦东新区,上海市浦东新区雪野路738弄,一居室、三居室、二居室,5185,24187,26.93,155.05,17321192971
慧智·仁恒派租赁社区（西区）,浦东新区,上海市浦东新区周泰北路88弄,三居室、一居室、二居室,3742,9631,49.56,128,13127565075
城家公寓上海大场社区,宝山区,上海市宝山区环镇南路1599弄,一居室,3213,3861,25.42,33.26,15300615664
可遇新江湾,杨浦区,杨浦区国安路758弄,单间,4473,11475,24.9,65.4,18516022080
上海湾区中科生态数字港（生命健康产业园）,金山区,金山区山阳镇渔江路50弄,单间,1430,1710,38.58,41.88,57967111
中建幸孚+公寓松江店（18号楼6-15层）,松江区,上海市松江区施园路299弄,一居室、单间,4157,8261,49.58,98.7,67881888
宝客公寓,静安区,上海市静安区中兴路457号,单间,3515,5910.9,13.94,46.85,13818810369
魔尔公寓吴淞路店,虹口区,上海市虹口区吴淞路529号,单间,5357,8860,29.32,61.67,18121006127
中宏公寓,虹口区,上海市虹口区纪念路465号,单间,3820,4277,26.47,28.94,13311782362
上海市崇明区城投宽庭泊湾社区,崇明区,上海市崇明区长兴岛南圆沙路169弄,多居室、一居室、二居室、三居室,1937.3,4144.3,48.37,107.03,18916013260
星江湾公寓,宝山区,上海市宝山区淞湾路55弄,二居室、一居室,4721,7480,59.94,86.7,65060830
临客公寓·荟临居,长宁区,协和路1599号,一居室,4005,4347,35.42,38.55,52186619
嘉定新城E06-1地块租赁住房项目（城家公寓嘉定新城云谷路店）,嘉定区,嘉定区云谷路778弄,一居室、三居室、二居室,4230,7560,42.2,103.78,19901732616
盛青榕寓,青浦区,上海市青浦区漕俞路399弄,一居室、二居室、三居室,1854.62,6100.57,38.02,119.76,51918881
喜富公寓,松江区,上海市松江区泗泾镇高技路205弄凯富科技园10号,一居室,1723.7,2249.8,21.87,55.2,17602185683
猎户座公寓,虹口区,上海市虹口区大连路1053号,单间,4105,34318,22.45,70,19121053057
美多家公寓,虹口区,上海市虹口区水电路1461号,一居室,3420,6174,23.98,51.52,13386153936
新黄浦·筑梦城徐汇华理店,徐汇区,凌云路406号,一居室,3377,4424.9,24,35.92,13012838575
季安居公寓,嘉定区,上海嘉定区嘉定镇街道塔城路279号,单间,2168,3994,22.19,61.17,13661676775
崇明瀛海.壹舍公寓,崇明区,上海市崇明区城桥镇乔松路899弄,一居室,1728,2117,56.47,64.15,13120765017
东方·星苑,静安区,江场二路88弄,一居室、二居室,5263,10144,46.03,97.29,56523553
城方·黄浦璟湾社区,黄浦区,西藏南路1699弄,三居室、二居室、一居室,6852,19572,44.41,105.9,17821129577
城投宽庭张江社区,浦东新区,箭桥路615弄,三居室、一居室,2619,8910,24,92.3,18721439089
慧智·芳华公寓,浦东新区,上海市浦东新区芳华路22弄,二居室、一居室,3766,7528,31.25,65.71,58337808
西部乐巢·中岚居,普陀区,岚皋路99弄,一居室、二居室,5067,15957,31.08,117.21,19370871589
璟芳公寓,浦东新区,龙汇路66弄,一居室、二居室、三居室,5500,14184,47.38,118.12,15026512199
瑞立寓,嘉定区,上海市嘉定区安亭镇安谐南路85号,单间、一居室,1450,3200,13.46,68.63,69503528
昱翔佳苑10号楼办公楼改建项目（小新公寓）,嘉定区,上海市嘉定区南翔镇德园南路111弄,单间,2659.5,9396.9,25.43,60.92,17717659767
璟仁公寓,浦东新区,上海市浦东新区锦绣路5088弄,一居室、二居室,4262,9183,49.71,93.33,19542925524
市北高新人才公寓·北苑,静安区,静安区寿阳路535弄,一居室、单间、二居室,4628,10438,35.94,79.12,56660811
虹桥乐贤居,闵行区,上海市闵行区北华路18弄,一居室、二居室,3000,6533,31.9,75.26,17317173968
弘寓（原弘野公寓）,宝山区,上海市宝山区友谊路1528弄,一居室,1440,4059,13.9,70.6,15316515118
象屿屿果·醉白池店（东区）,松江区,上海市松江区永隆路255弄,一居室、二居室,2132.5,4558,25.54,51.98,13127725808
合威公寓,嘉定区,上海市嘉定区曹安公路2951号,一居室、二居室,2247,5513,25.2,73.6,59189888
璟博公寓,浦东新区,浦东新区东三里桥路183弄,一居室、二居室,6789,11431,48.08,89.87,17269590709
城开莘社区二期,闵行区,秀涟路555弄,一居室、二居室,3550,8500,31.85,93.9,60901288
中建幸孚+公寓松江店,松江区,上海市松江区施园路299弄,一居室、三居室、二居室、单间,1727.5,6007,24.07,84.32,67881888
浦发有家·康涵社区,浦东新区,浦三路4800弄,一居室,2445,5184,31.09,59,18917239259
上海地产城方璟滨公寓,浦东新区,上海市浦东新区济明路518弄,一居室、二居室、三居室、多居室,6152,21223,46.25,206.08,15721300315
上海地产城方璟耀公寓,浦东新区,上海市浦东新区济明路533弄,三居室、一居室、二居室,6021,15690,47.44,99.73,18721170320
市北高新人才公寓·西苑,静安区,静安区万荣一路89弄,一居室、二居室,4729,7813,38.4,61.07,56880015
城投宽庭·光华社区,杨浦区,学德路27弄,一居室,3400,9830,25.56,66.13,4006796966
象屿屿果·醉白池店（西区）,松江区,上海市松江区永隆路333弄,一居室、二居室、三居室,2585,6163,26.86,88.15,13127725808
新黄浦·筑梦城 梅陇租赁社区,闵行区,曙丰路100弄,一居室、二居室,4104,7184.3,36.62,64.88,4000555895
新黄浦·筑梦城 吴泾租赁社区,闵行区,育莲路66弄,三居室、一居室、二居室,3296.1,7664,31.66,92.15,4000555895
城开汇社区,徐汇区,上海市徐汇区龙川北路777弄,一居室、二居室、三居室,4800,13900,31.08,102.71,18916658880
上海地产城方璟智公寓,闵行区,申虹路1500弄,一居室、二居室,3226,10522,32.2,101.55,13761191939
